SOP_INSTANCE_UID: 1.2.840.113619.2.79.2162876711.7196.1109956175.900
CONTOUR_TYPE: 7
1027
232.0	274.0
187.0	301.0
241.0	339.0
328.0	283.0
276.0	218.0
204.0	205.0
151.0	250.0
139.0	322.0
273.0	364.0
371.0	348.0
312.0	246.0
352.0	322.0
232.0	274.0
231.03721618652344	274.2702331542969
230.07691955566406	274.5491027832031
229.1195068359375	274.8378601074219
228.16334533691406	275.130615234375
227.21075439453125	275.4348449707031
226.25814819335938	275.73907470703125
225.30911254882812	276.0541076660156
224.36231994628906	276.3759460449219
223.41552734375	276.6977844238281
222.47181701660156	277.02838134765625
221.53211975097656	277.3703918457031
220.59242248535156	277.71240234375
219.65272521972656	278.0544128417969
218.7202606201172	278.41552734375
217.78933715820312	278.7807922363281
216.85842895507812	279.1460266113281
215.92752075195312	279.5112609863281
215.00628662109375	279.900146484375
214.08644104003906	280.29241943359375
213.16659545898438	280.6847229003906
212.2467498779297	281.0770263671875
211.33657836914062	281.49090576171875
210.43092346191406	281.9149475097656
209.5252685546875	282.3389587402344
208.61962890625	282.76300048828125
207.72024536132812	283.19970703125
206.8331756591797	283.66131591796875
205.9460906982422	284.1229553222656
205.05902099609375	284.5845642089844
204.17193603515625	285.04620361328125
203.30807495117188	285.5497741699219
202.4458770751953	286.05633544921875
201.58367919921875	286.5628967285156
200.72146606445312	287.0694580078125
199.87814331054688	287.6059265136719
199.05010986328125	288.1665954589844
198.22207641601562	288.7272644042969
197.39404296875	289.2879333496094
196.5791015625	289.8663635253906
195.7992401123047	290.4923095703125
195.01939392089844	291.1182861328125
194.23953247070312	291.7442626953125
193.47061157226562	292.3824462890625
192.7604217529297	293.0864562988281
192.0502166748047	293.79046630859375
191.34002685546875	294.4944763183594
190.6560516357422	295.2215576171875
190.0482177734375	296.0155944824219
189.4403839111328	296.8096618652344
188.83255004882812	297.6037292480469
188.31295776367188	298.4537048339844
187.8546600341797	299.3424987792969
187.3963623046875	300.2312927246094
186.96519470214844	301.13055419921875
186.7075958251953	302.0968322753906
186.45001220703125	303.0630798339844
186.19241333007812	304.0293273925781
186.107666015625	305.0220031738281
186.06491088867188	306.0210876464844
186.02215576171875	307.0201721191406
186.0748291015625	308.01373291015625
186.23260498046875	309.0011901855469
186.39036560058594	309.9886779785156
186.55628967285156	310.9740905761719
186.88717651367188	311.9177551269531
187.21804809570312	312.8614501953125
187.54891967773438	313.80511474609375
187.94342041015625	314.7207336425781
188.41717529296875	315.60137939453125
188.8909149169922	316.4820556640625
189.3646697998047	317.3627014160156
189.91064453125	318.1978759765625
190.5000762939453	319.0057067871094
191.08950805664062	319.8135070800781
191.67893981933594	320.621337890625
192.32061767578125	321.3859558105469
193.00347900390625	322.11651611328125
193.6863250732422	322.8470458984375
194.36917114257812	323.5776062011719
195.07017517089844	324.28924560546875
195.82884216308594	324.94073486328125
196.58749389648438	325.59222412109375
197.34616088867188	326.24371337890625
198.10482788085938	326.8951721191406
