
1.2.840.113619.2.79.2162876711.7196.1109956176.710
8
391
93.0910	155.8537
121.4916	146.7813
166.4592	198.0601
183.8152	139.6811
184.6041	90.7689
142.7920	115.6195
122.6749	87.6133
93.0910	155.8537
93.6794	155.0453
94.2986	154.2600
94.9437	153.4960
95.6056	152.7467
96.2868	152.0146
96.9920	151.3060
97.7098	150.6098
98.4552	149.9437
99.2138	149.2922
99.9956	148.6698
100.7991	148.0743
101.6138	147.4956
102.4651	146.9709
103.3163	146.4462
104.2100	145.9988
105.1102	145.5633
106.0304	145.1765
106.9764	144.8523
107.9224	144.5281
108.9031	144.3343
109.8851	144.1455
110.8747	144.0252
111.8742	143.9937
112.8737	143.9623
113.8656	144.0718
114.8558	144.2112
115.8431	144.3637
116.7939	144.6734
117.7447	144.9831
118.6882	145.3101
119.5737	145.7748
120.4592	146.2395
121.3447	146.7042
122.1651	147.2733
122.9726	147.8631
123.7801	148.4530
124.5772	149.0557
125.3170	149.7285
126.0568	150.4013
126.7966	151.0741
127.5329	151.7505
128.2202	152.4769
128.9075	153.2033
129.5948	153.9297
130.2820	154.6561
130.9451	155.4042
131.5928	156.1661
132.2405	156.9280
132.8882	157.6899
133.5359	158.4518
134.1588	159.2339
134.7774	160.0196
135.3960	160.8053
136.0146	161.5911
136.6332	162.3768
137.2342	163.1760
137.8323	163.9774
138.4304	164.7788
139.0285	165.5802
139.6266	166.3816
140.2153	167.1899
140.8003	168.0010
141.3852	168.8121
141.9702	169.6231
142.5551	170.4342
143.1369	171.2476
143.7153	172.0633
144.2938	172.8790
144.8723	173.6947
145.4507	174.5104
146.0292	175.3261
146.6077	176.1418
147.1862	176.9575
147.7647	177.7732
148.3432	178.5889
148.9231	179.4036
149.5085	180.2143
150.0939	181.0250
150.6794	181.8357
151.2648	182.6464
151.8546	183.4539
152.4550	184.2537
153.0554	185.0534
153.6558	185.8531
154.2561	186.6528
154.8729	187.4398
155.4982	188.2201
156.1236	189.0005
156.7489	189.7808
157.3887	190.5490
158.0524	191.2970
158.7161	192.0450
159.3799	192.7929
160.0738	193.5119
160.7948	194.2048
161.5158	194.8977
162.2517	195.5731
163.0561	196.1672
163.8605	196.7613
164.7054	197.2856
165.6202	197.6896
166.5418	198.0648
167.5402	198.1211
168.5273	198.1055
169.4595	197.7435
170.3346	197.2879
171.0833	196.6250
171.7951	195.9293
172.3659	195.1082
172.9368	194.2872
173.4146	193.4115
173.8532	192.5128
174.2919	191.6142
174.6610	190.6859
175.0067	189.7475
175.3524	188.8091
175.6757	187.8634
175.9557	186.9034
176.2357	185.9434
176.5156	184.9834
176.7716	184.0170
177.0044	183.0445
177.2372	182.0720
177.4699	181.0994
177.6926	180.1247
177.8911	179.1446
178.0895	178.1645
178.2880	177.1843
178.4864	176.2042
178.6663	175.2206
178.8398	174.2358
179.0133	173.2510
179.1868	172.2661
179.3603	171.2813
179.5175	170.2937
179.6731	169.3059
179.8287	168.3181
179.9843	167.3303
180.1399	166.3425
180.2851	165.3531
180.4285	164.3634
180.5718	163.3737
180.7152	162.3840
180.8585	161.3944
180.9972	160.4040
181.1330	159.4133
181.2688	158.4226
181.4047	157.4318
181.5405	156.4411
181.6754	155.4502
181.8079	154.4591
181.9404	153.4679
182.0729	152.4767
182.2054	151.4855
182.3378	150.4943
182.4709	149.5032
182.6040	148.5121
182.7371	147.5210
182.8702	146.5299
183.0033	145.5388
183.1384	144.5480
183.2762	143.5575
183.4139	142.5670
183.5516	141.5766
183.6893	140.5861
183.8277	139.5957
183.9730	138.6063
184.1183	137.6169
184.2637	136.6276
184.4090	135.6382
184.5543	134.6488
184.7045	133.6601
184.8557	132.6716
185.0068	131.6831
185.1580	130.6946
185.3091	129.7061
185.4623	128.7179
185.6161	127.7298
185.7700	126.7417
185.9238	125.7536
186.0776	124.7655
186.2308	123.7773
186.3839	122.7891
186.5370	121.8009
186.6901	120.8127
186.8426	119.8244
186.9909	118.8354
187.1393	117.8465
187.2877	116.8576
187.4361	115.8686
187.5783	114.8788
187.7172	113.8885
187.8561	112.8982
187.9950	111.9079
188.1270	110.9167
188.2504	109.9243
188.3739	108.9320
188.4974	107.9396
188.6076	106.9458
188.7077	105.9508
188.8077	104.9558
188.9075	103.9608
188.9729	102.9630
189.0383	101.9651
189.1037	100.9673
189.1274	99.9677
189.1416	98.9678
189.1550	97.9680
189.0920	96.9699
189.0290	95.9719
188.8925	94.9830
188.7093	94.0000
188.4077	93.0514
188.0293	92.1267
187.3752	91.3703
186.5300	90.8796
185.5701	90.7096
184.5740	90.7801
183.6369	91.1293
182.7105	91.5014
181.8403	91.9940
180.9700	92.4866
180.1374	93.0393
179.3133	93.6058
178.4902	94.1737
177.6956	94.7808
176.9009	95.3878
176.1063	95.9949
175.3269	96.6214
174.5496	97.2505
173.7722	97.8796
172.9985	98.5131
172.2295	99.1523
171.4605	99.7915
170.6915	100.4308
